aliquot	feature_1	feature_2	project	center
TCGA-18-3419-01A-01T-0981-13	-19.3715139390732	29.93921966006	LUSC	BCCAGSC
TCGA-18-3421-01A-01T-0981-13	-16.3408695212048	21.1081510215026	LUSC	BCCAGSC
TCGA-18-4086-01A-01T-1557-13	-13.7497402082776	18.5424206041768	LUSC	BCCAGSC
TCGA-18-4721-01A-01T-1442-13	-15.6673787420327	22.4280235885087	LUSC	BCCAGSC
TCGA-18-5592-01A-01T-1634-13	-18.3377633491403	28.6482512619759	LUSC	BCCAGSC
TCGA-18-5595-01A-01T-1634-13	-18.8803393679919	29.9417339219053	LUSC	BCCAGSC
TCGA-20-0987-01A-02R-1564-13	-7.36362965063757	52.7425810523452	OV	BCCAGSC
TCGA-20-0990-01A-01R-1564-13	-7.35857603517509	52.8788581704261	OV	BCCAGSC
TCGA-20-0991-01A-01R-1564-13	-4.37680526803846	51.8912660187304	OV	BCCAGSC
TCGA-20-1682-01A-01R-1564-13	1.37816008963429	48.2284469915886	OV	BCCAGSC
TCGA-20-1683-01A-01R-1566-13	-2.10542295740889	49.8901567214617	OV	BCCAGSC
TCGA-20-1684-01A-01R-1566-13	-4.05528992521601	52.2294567592892	OV	BCCAGSC
TCGA-20-1685-01A-01R-1566-13	9.36211808138599	50.2954908309873	OV	BCCAGSC
TCGA-20-1686-01A-01R-1566-13	8.72326589955255	49.5721588749202	OV	BCCAGSC
TCGA-20-1687-01A-01R-1566-13	3.18949866849958	50.2087089317744	OV	BCCAGSC
TCGA-21-1072-01A-01T-1557-13	-13.7530844376465	19.8055976319874	LUSC	BCCAGSC
TCGA-21-1075-01A-01T-1557-13	-16.1208009851685	24.3318992164961	LUSC	BCCAGSC
TCGA-21-1076-01A-01T-1557-13	-14.860578332914	19.8493073871565	LUSC	BCCAGSC
TCGA-21-1077-01A-01T-1557-13	-13.3199988411676	18.2629291824639	LUSC	BCCAGSC
TCGA-21-1078-01A-01T-1557-13	-17.9669377623043	6.25962300101479	LUSC	BCCAGSC
TCGA-21-1079-01A-01T-1557-13	-11.536490616947	14.0740485755903	LUSC	BCCAGSC
TCGA-21-1080-01A-01T-1557-13	-14.9569670943515	21.5541939251944	LUSC	BCCAGSC
TCGA-21-1083-01A-01T-1557-13	-14.3593697166567	18.9331090484538	LUSC	BCCAGSC
TCGA-21-5782-01A-01T-1634-13	-3.95919749946558	-1.74693640559924	LUSC	BCCAGSC
TCGA-21-5783-01A-41H-2186-13	-7.62031825647682	5.2215399968107	LUSC	BCCAGSC
TCGA-21-5784-01A-01T-1634-13	-8.13151193072995	12.61139342645	LUSC	BCCAGSC
TCGA-21-5786-01A-01T-1634-13	-14.7587088548743	20.6367148116435	LUSC	BCCAGSC
TCGA-21-5787-01A-01T-1634-13	-18.6416369072803	30.3495061123961	LUSC	BCCAGSC
TCGA-21-A5DI-01A-31H-A26V-13	-6.46290175648106	-6.1601338304656	LUSC	BCCAGSC
TCGA-22-0940-01A-01T-1557-13	-15.2067079259886	20.26599174057	LUSC	BCCAGSC
TCGA-22-0944-01A-01T-1557-13	-13.8950375485674	18.3225896875549	LUSC	BCCAGSC
TCGA-22-1011-01A-01T-1557-13	-15.232453976419	20.0416483257055	LUSC	BCCAGSC
TCGA-22-1012-01A-01T-1557-13	-17.0091003525383	24.4755384555115	LUSC	BCCAGSC
TCGA-22-4591-01A-01T-1517-13	-13.1033419872905	19.9825691245492	LUSC	BCCAGSC
TCGA-22-4593-01A-21H-1819-13	-18.5184295842071	26.2023561245507	LUSC	BCCAGSC
TCGA-22-4594-01A-01T-1517-13	7.47204987481636	19.3535039028926	LUSC	BCCAGSC
TCGA-22-4595-01A-01T-1517-13	-12.6572257123437	17.4456559684891	LUSC	BCCAGSC
TCGA-22-4596-01A-01T-1517-13	-8.92321782523482	13.7675030150772	LUSC	BCCAGSC
TCGA-22-4601-01A-01T-1442-13	-18.43678235384	29.3385268778304	LUSC	BCCAGSC
TCGA-22-4604-01A-01T-1517-13	-13.0879842524839	17.9283830790785	LUSC	BCCAGSC
TCGA-22-4605-01A-21H-2124-13	-5.55730439160866	2.35184787447203	LUSC	BCCAGSC
TCGA-22-4607-01A-01T-1517-13	-9.55389045174746	13.3896899505142	LUSC	BCCAGSC
TCGA-22-4609-01A-21H-2124-13	-2.34894494284813	-3.76844436983644	LUSC	BCCAGSC
TCGA-22-4613-01A-01T-1442-13	-18.3927773509875	29.103744482535	LUSC	BCCAGSC
TCGA-22-5471-01A-01T-1634-13	-15.5628112304225	22.6047966740017	LUSC	BCCAGSC
TCGA-22-5472-01A-01T-1634-13	-16.7154671905432	26.4650253635253	LUSC	BCCAGSC
TCGA-22-5473-01A-01T-1634-13	-15.6523562898505	22.4756546846847	LUSC	BCCAGSC
TCGA-22-5474-01A-01T-1634-13	-13.7066723817996	18.7534086204274	LUSC	BCCAGSC
TCGA-22-5477-01A-01T-1634-13	-7.79382619333543	6.22864838373291	LUSC	BCCAGSC
TCGA-22-5478-01A-01T-1634-13	-14.0397499834387	20.34987109341	LUSC	BCCAGSC
TCGA-22-5479-01A-31H-1948-13	-4.69936426486003	3.03621938615448	LUSC	BCCAGSC
TCGA-22-5480-01A-01T-1634-13	-14.9385222859649	27.7971845355279	LUSC	BCCAGSC
TCGA-22-5481-01A-31H-1948-13	1.16670811202463	5.94259573122739	LUSC	BCCAGSC
TCGA-22-5482-01A-01T-1634-13	-15.6064409171377	22.463653298579	LUSC	BCCAGSC
TCGA-22-5483-01A-01T-1819-13	0.559544730008505	-7.42878560389456	LUSC	BCCAGSC
TCGA-22-5485-01A-01T-1634-13	-18.7327775810084	29.9933076569047	LUSC	BCCAGSC
TCGA-22-5489-01A-01T-1634-13	-3.66658037564635	7.69820510240115	LUSC	BCCAGSC
TCGA-22-5491-01A-01T-1634-13	-14.265994352367	20.9120408237399	LUSC	BCCAGSC
TCGA-22-5492-01A-01T-1634-13	-12.7249875808957	18.5241086438243	LUSC	BCCAGSC
TCGA-22-A5C4-01A-12H-A27R-13	-5.69100454437369	15.1305820133626	LUSC	BCCAGSC
TCGA-23-1021-01B-01R-1564-13	-0.588255209333131	50.1251070947103	OV	BCCAGSC
TCGA-23-1022-01A-01R-1564-13	-1.81722463633688	52.6137431263359	OV	BCCAGSC
TCGA-23-1023-01R-01R-1564-13	-5.0577090836151	52.2956020098209	OV	BCCAGSC
TCGA-23-1024-01A-02R-1564-13	1.87129193385996	52.3906109577485	OV	BCCAGSC
TCGA-23-1026-01B-01R-1569-13	8.32386957623766	47.5045941863397	OV	BCCAGSC
TCGA-23-1027-01A-02R-1564-13	-3.85084448851266	51.9992833466981	OV	BCCAGSC
TCGA-23-1028-01A-01R-1564-13	8.76108914730137	46.9819009047652	OV	BCCAGSC
TCGA-23-1029-01B-01R-1567-13	9.50924737565588	51.3786048831993	OV	BCCAGSC
TCGA-23-1030-01A-02R-1564-13	10.3071079265778	47.2031162604826	OV	BCCAGSC
TCGA-23-1032-01A-02R-1564-13	-7.24881469511306	52.3163548381377	OV	BCCAGSC
TCGA-23-1107-01A-01R-1564-13	-0.512577489584234	49.9509976602458	OV	BCCAGSC
TCGA-23-1109-01A-01R-1564-13	-4.08795543548882	52.0693871303791	OV	BCCAGSC
TCGA-23-1110-01A-01R-1564-13	-3.63696462914175	52.3853057514156	OV	BCCAGSC
TCGA-23-1111-01A-01R-1567-13	11.3527840983135	50.3756716708163	OV	BCCAGSC
